id_infraccion,fecha_infraccion,ao_infraccion,mes,categoria,articulo,fraccion,inciso,parrafo,placa,color,marca_general,marca,submarca,en_la_calle,entre_calle,y_calle,colonia,alcaldia,codigo_postal,longitud,latitud
id-4225915323,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PI3981333,GRIS,OTRA,ITALIKA,DESCONOCIDO,periférico ,bella Vista ,xx,BELLA VISTA,Iztapalapa,,NA,NA
id-4225915583,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,58KGF5,ROJO,OTRA,ITALIKA,DESCONOCIDO,Calzada Ignacio Zaragoza ,Calle 23,Boulevard Puerto Aéreo ,Santa Cruz Aviacion,Venustiano Carranza,,NA,NA
id-4225918904,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975561,NEGRO,OTRA,BAJAJ,TRABAJO,CARRETERA TOLUCA MEXICO ,CAMINO DEL LLANO ,CAMINO AL CHINACO ,CRUZ BLANCA,Cuajimalpa de Morelos,,NA,NA
id-4225914517,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5C1NU,NEGRO,HONDA,HONDA,DESCONOCIDO,jarceria,mecánicos ,mineros , MORELOS,Venustiano Carranza,,NA,NA
id-4225917006,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CU3986155,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Poniente 134,Norte 35 ,Norte 45 ,INDUSTRIAL VALLEJO,Azcapotzalco,,NA,NA
id-4225916207,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980498,AZUL,OTRA,VENTO,SinValor,presidentes ,tripoli,tripoli ,PORTALES  NORTE,Benito Juárez,,NA,NA
id-4225920754,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9L8DY,NEGRO/ROJO,OTRA,ITALIKA,TRABAJO,av.san lorenzo,rueda del pastor,..,EL MANTO,Iztapalapa,,NA,NA
id-4225920242,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975564,NEGRO,OTRA,ITALIKA,TRABAJO,BARRO SIERRA ,VASCO DE QUIROGA ,BERNARDO QUINTANA ,ZEDEC SANTA FE,Álvaro Obregón,,NA,NA
id-4225914913,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7002C,VINO,SUZUKI,SUZUKI,PISTA,Francisco del paso y troncoso,Francisco del paso y troncoso,Valentín Gómez farias, CAMPAMENTO 2 DE OCTUBRE,Iztacalco,,NA,NA
id-4225915408,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975552,NEGRO,OTRA,ITALIKA,DESCONOCIDO,JACARANDAS ,LAUREL ,MADRAÑO,EL EBANO,Cuajimalpa de Morelos,,NA,NA
id-4225914593,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,2M6CB,AZUL,OTRA,ITALIKA,DESCONOCIDO,ORIENTE 116,SUR 159,ORIENTE 118, GABRIEL RAMOS MILLAN,Iztacalco,,NA,NA
id-4225917686,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SJ3989223,NEGRO,OTRA,ITALIKA,TRABAJO,THIERS,LA FALLETE,GUTEMBERG,ANZURES,Miguel Hidalgo,,NA,NA
id-4225921515,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9L1NP,NEGRO,HONDA,HONDA,DESCONOCIDO,av. 312,av. 307,av. 305,3RA SECC DE SAN JUAN DE ARAGON,Gustavo A. Madero,,NA,NA
id-4225918270,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985040,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,XOCHIMILCO ,calle 7,calle 6,AGRICOLA  PANTITLAN ,Iztacalco,,NA,NA
id-4225915347,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,0138A5,NEGRO,OTRA,YAMAHA,DESCONOCIDO,AGUSTIN YAÑES ,SUR 101 A,SUR 101,ESCUADRON  201,Iztapalapa,,NA,NA
id-4225915194,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985031,GRIS,HONDA,HONDA,DESCONOCIDO,CALZADA LA VIGA ,PORTO ALEGRE ,RELOJEROS ,EL RETOÑO,Iztapalapa,,NA,NA
id-4225917952,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,IV3981914,VERDE,OTRA,VENTO,SinValor,MARIANO SALAS,GUADALUPE VICTORIA ,MIRAMON,MARTÍN CARRERA,Gustavo A. Madero,,NA,NA
id-4225917433,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1V1BV,AZUL,OTRA,JIAJUE,TRABAJO,Madero,La viga,zapotla,BARRIO ZAPOTLA,Iztacalco,,NA,NA
id-4225919154,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,IV3981817,ROJO,OTRA,VELOCI,SinValor,PERIFERICO ,CALLE 1,EMILIANO ZAPATA ,SAN JOSE DE LA ESC,Gustavo A. Madero,,NA,NA
id-4225918522,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,0386E6,BLANCO,OTRA,BAJAJ,SinValor,XOCHIMILCO ,calle 7,calle 6,AGRICOLA PANTITLAN,Iztacalco,,NA,NA
id-4225920785,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,G47DX,NEGRO,OTRA,ITALIKA,DESCONOCIDO,fray Servando Teresa de Mier ,retorno 25 ,iglesias Calderón ,MERCED BALBUENA,Venustiano Carranza,,NA,NA
id-4225917150,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9G1ZX,GRIS,OTRA,VENTO,DESCONOCIDO,granjas ,almacenes ,Santo tomas ,BARRIO SANTO TOMAS,Azcapotzalco,,NA,NA
id-4225914487,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,86KGE4,GRIS,OTRA,ITALIKA,DESCONOCIDO,carpintería ,mecánicos ,labradores , MORELOS,Venustiano Carranza,,NA,NA
id-4225915156,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9K8NX,AZUL,OTRA,ITALIKA,DESCONOCIDO,Calle 17,Calle 28,Calle 24,PROHOGAR,Azcapotzalco,,NA,NA
id-4225916511,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CA3985036,AZUL,OTRA,TORINO,SCOOTER,XOCHIMILCO ,calle 7,calle6,AGRICOLA   PANTITLAN,Iztacalco,,NA,NA
id-4225914753,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987685,AZUL,OTRA,ITALIKA,DESCONOCIDO,Plutarco Elías calles,Plutarco Elías calles,playa icacos,REFORMA IZTACCIHUATL NORTE,Iztacalco,,NA,NA
id-4225914630,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987683,ANARANJADO,OTRA,VENTO,TRABAJO,Francisco del paso y troncoso,Francisco del paso y troncoso,GENARO vazquez, CAMPAMENTO 2 DE OCTUBRE,Iztacalco,,NA,NA
id-4225914661,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4B3RU,NEGRO,OTRA,YAMAHA,DESCONOCIDO,ferrocarril de cintura ,panaderos ,peluqueros , MORELOS,Venustiano Carranza,,NA,NA
id-4225917983,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1G2HD,AZUL,OTRA,ITALIKA,DESCONOCIDO,FERROCARRIL DE CINTURA ,PANADEROS ,MINEROS , MORELOS,Venustiano Carranza,,NA,NA
id-4225916719,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CU3986154,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Poniente 146,Norte 59 ,Norte 45,INDUSTRIAL VALLEJO,Azcapotzalco,,NA,NA
id-4225916832,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3971866,AZUL,OTRA,KURAZAI,TRABAJO,Octavio Paz ,ahuehuetes ,No,SOLIDARIDAD,Iztapalapa,,NA,NA
id-4225913923,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,PBP9055,PLATA,KIA,KIA,RIO,Calzada de los Gallos,paseo de jacarandas ,calzada de los gallos,AGRICULTURA,Miguel Hidalgo,,NA,NA
id-4225918287,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,J59CU,NEGRO,OTRA,ITALIKA,SCOOTER,CORCELES ,FERIA ,CERRADA DE CORCELES ,COLINA DEL SUR,Álvaro Obregón,,NA,NA
id-4225919581,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980511,AZUL,OTRA,ITALIKA,SinValor,eje 3 ,eje 6,desconcido ,EL SIFON,Iztapalapa,,NA,NA
id-4225918706,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6K9MX,BLANCO,OTRA,YAMAHA,DOBLE PROPOSITO,XOCHIMILCO ,calle 7,calle 6,AGRICOLA   PANTITLAN,Iztacalco,,NA,NA
id-4225916344,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6C4YS,NEGRO,OTRA,ITALIKA,TRABAJO,calle 7,XOCHIMILCO calle 6,calle 6,AGRICOLA   PANTITLAN,Iztacalco,,NA,NA
id-4225915668,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,PI3981338,NEGRO,OTRA,VENTO,DESCONOCIDO,heberto casttillo,la turba,canal de chalco,LA DRAGA,Tláhuac,,NA,NA
id-4225919697,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988832,BLANCO,OTRA,ITALIKA,DESCONOCIDO,JARCERIA ,PANADEROS ,PELUQUEROS , MORELOS,Venustiano Carranza,,NA,NA
id-4225920396,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986727,VERDE,OTRA,ITALIKA,DESCONOCIDO,Manolito,Glaciar,--,OLIVAR DE LOS PADRES,Álvaro Obregón,,NA,NA
id-4225920143,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3985190,NEGRO,OTRA,ITALIKA,DESCONOCIDO,paseo de la reforma,castillo de winsor,plan de barrancos,LOMAS DE REFORMA,Miguel Hidalgo,,NA,NA
id-4225915262,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,83KFW7,BLANCO,HONDA,HONDA,DESCONOCIDO,ferrocarril de cintura ,mecanicos ,xx, MORELOS,Venustiano Carranza,,NA,NA
id-4225914388,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976413,GRIS,OTRA,ITALIKA,DESCONOCIDO,la viga,Rodolfo usigli,Atancio g. zaravia,HEROES CHURUBUSCO,Iztapalapa,,NA,NA
id-4225920884,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,676XZA,NEGRO,NISSAN,NISSAN,MARCH,Viaducto Río Becerra,minería ,11 de abril ,ESCANDÓN I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225914081,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8F8HK,BLANCO,OTRA,YAMAHA,DESCONOCIDO,Mineros Metalúrgicos ,Calle 8,Calle 10 ,TRABAJADORES DE HIERRO,Azcapotzalco,,NA,NA
id-4225919215,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1A7DC,BLANCO/NEGRO,HONDA,HONDA,TRABAJO,AVENIDA SANTA LUCIA ,SERENATA ,HIDALGO ,COLINA  DEL SUR,Álvaro Obregón,,NA,NA
id-4225914449,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976414,BLANCO,HONDA,HONDA,DESCONOCIDO,alfarería 15,panaderos ,mineros , MORELOS,Venustiano Carranza,,NA,NA
id-4225919437,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976441,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,río Churubusco ,Benito coquet,unión ,ADOLFO   LOPEZ   MATEOS,Venustiano Carranza,,NA,NA
id-4225920020,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975562,GRIS,OTRA,ITALIKA,TRABAJO,PRIVADA DE TAMARINDOS ,AVENIDA TAMARINDOS ,PRIVADA DE TAMARINDOS ,BOSQUE DE LA REFORMA,Cuajimalpa de Morelos,,NA,NA
id-4225918850,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984443,AZUL,OTRA,ITALIKA,DESCONOCIDO,fuentes brotantes ,cantera,Miguel Hidalgo ,FUENTES BROTANTES,Tlalpan,,NA,NA
id-4225919819,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7X4ZW,NEGRO,OTRA,ITALIKA,DESCONOCIDO,río Churubusco ,Benito coquet ,unión ,ADOLFO LÓPEZ MATEOS,Venustiano Carranza,,NA,NA
id-4225914876,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976421,ROJO,OTRA,VENTO,DESCONOCIDO,oriente 187,avenida te,añil,GRANJAS MEXICO,Iztacalco,,NA,NA
id-4225914708,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LN3942580,AMARILLO,OTRA,ITALIKA,TX200,fernandina ,haguadulco ,fernandina ,LOS   VOLCANES,Tlalpan,,NA,NA
id-4225914920,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CU3983289,VERDE,OTRA,DINAMO,TRABAJO,Antonio delfin madrigal ,eje 10,-----,PEDREGAL DE SANTO DOMINGO ,Coyoacán,,NA,NA
id-4225920662,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,W70ACS,ROJO,CHRYSLER,CHRYSLER,TOWN & COUNTRY,Viaducto Río de la Piedad,calle 57 ,calle 63 ,PUEBLA,Venustiano Carranza,,NA,NA
id-4225914586,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987682,MORADO,HONDA,HONDA,DESCONOCIDO,Guillermo prieto,Guillermo prieto,José María mata, CAMPAMENTO 2 DE OCTUBRE,Iztacalco,,NA,NA
id-4225916412,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,B36AEY,NEGRO,BMW,BMW,DESCONOCIDO,Avenida Explanada,.,.,LOMAS DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225919840,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,6381C7,NEGRO,OTRA,ITALIKA,DESCONOCIDO,San Sebastián ,granjas ,acalotenco ,SAN SEBASTIÁN TECOLOXTITLA,Azcapotzalco,,NA,NA
id-4225918188,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988826,AZUL,OTRA,CARABELA,DESCONOCIDO,Imprenta,Mineros ,Av. Circunvalacion , MORELOS,Venustiano Carranza,,NA,NA
id-4225921195,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4017A9,BLANCO/ROJO,OTRA,YAMAHA,DESCONOCIDO,Canautli ,xochiapan ,canacuate ,PEDREGAL DE SANTO  DOMINGO,Coyoacán,,NA,NA
id-4225916399,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986719,CAFE/NEGRO,OTRA,VENTO,DESCONOCIDO,La paz,Miguel Ángel de Quevedo,Insurgentes,CHIMALISTAC,Álvaro Obregón,,NA,NA
id-4225920082,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TR3987695,NEGRO,HONDA,HONDA,DESCONOCIDO,congreso de union,Álvaro Obregón ,congreso de la union,SANTA ANITA,Iztacalco,,NA,NA
id-4225916962,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,26YLV3,NEGRO,OTRA,ITALIKA,WS SPORT,CORCELES ,1CERRADA DE CORCELES ,PREGONERO ,COLINAS DEL SUR,Álvaro Obregón,,NA,NA
id-4225920891,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,C78AMG,GRIS,VOLKSWAGEN,VOLKSWAGEN,GOL 4 PUERTAS,casa del obrero mundial ,providencia ,Adolfo Prieto ,COL DEL VALLE CENTRO,Benito Juárez,,NA,NA
id-4225918539,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,IV3981915,NEGRO,OTRA,HERO,TURISMO,EDUARDO MOLINA,ORIENTE 157,ORIENTE 159,SALVADOR DIAS MIRON,Gustavo A. Madero,,NA,NA
id-4225916863,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984429,GRIS/NEGRO,OTRA,VENTO,DESCONOCIDO,División del Norte ,Acoxpa,puente,PRADOS COAPA  2 SECC,Tlalpan,,NA,NA
id-4225919116,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989642,ANARANJADO,OTRA,ITALIKA,DESCONOCIDO,eje central ,independencia ,Juárez ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225914555,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AN3976417,ROJO,OTRA,ITALIKA,DESCONOCIDO,cintura,panaderos ,peluqueros, MORELOS,Venustiano Carranza,,NA,NA
id-4225918638,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5475G2,NEGRO,OTRA,HOLDEN,COMMODORE,Av Yucatán ,Everardo González ,xx,AMPL SANTA MARTHA ACATITLA,Iztapalapa,,NA,NA
id-4225916016,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988816,AZUL,OTRA,ITALIKA,DESCONOCIDO,Jarceria ,Mecanicos ,Alfareria , MORELOS,Venustiano Carranza,,NA,NA
id-4225921478,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3069F8,GRIS,OTRA,ITALIKA,DESCONOCIDO,av  608,av. 604,av. 606,3RA SECC DE SAN JUAN DE ARAGON,Gustavo A. Madero,,NA,NA
id-4225915002,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9484D6,BLANCO,OTRA,ITALIKA,DESCONOCIDO,Francisco sosa,Melchor ocampo,pino,BARRIO SANTA CATARINA,Coyoacán,,NA,NA
id-4225917778,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,1H1WR,VERDE,OTRA,YAMAHA,DESCONOCIDO,FERROCARRIL DE CINTURA ,PANADEROS ,MINEROS , MORELOS,Venustiano Carranza,,NA,NA
id-4225915675,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LA3964255,ROJO,OTRA,VELOCI,SinValor,MANUEL BAUCHE,MORELOS,ABRAHAM SÁNCHEZ,SAN PEDRO XALPA,Azcapotzalco,,NA,NA
id-4225917280,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986720,AMARILLO,OTRA,ITALIKA,DESCONOCIDO,Las aguilas,Raims,--,VILLAVERDUM,Álvaro Obregón,,NA,NA
id-4225917648,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984435,AMARILLO,OTRA,VENTO,DESCONOCIDO,San Raul ,San Matías,San Pedro,PEDREGAL DE SANTA ÚRSULA,Coyoacán,,NA,NA
id-4225919611,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,TU3987144,NEGRO/ROJO,OTRA,VENTO,DESCONOCIDO,Ermitaño ,Meyuca,Huayatla ,ERMITAÑO,La Magdalena Contreras,,NA,NA
id-4225916115,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8H1LT,AZUL,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,poussin,patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225915835,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3G7MD,NEGRO,OTRA,ITALIKA,DESCONOCIDO,aztecas ,ocotepec ,orquídea ,LOMAS DE SAN BERANABE,La Magdalena Contreras,,NA,NA
id-4225915279,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,Z9AZ3,ROJO,OTRA,ITALIKA,DESCONOCIDO,av. delos toros,Observatorio ,poniente 75,AMERICA,Miguel Hidalgo,,NA,NA
id-4225916948,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984431,NEGRO,OTRA,VELOCI,TRABAJO,Miramontes,El carcamo,xx,NARCISO MENDOZA,Tlalpan,,NA,NA
id-4225917020,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,IV3981911,NEGRO,OTRA,DINAMO,SinValor,CUITLÁHUAC ,1 H,NORTE 1 G,GUADALUPE VICTORIA,Gustavo A. Madero,,NA,NA
id-4225916221,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975554,NEGRO,OTRA,ITALIKA,TRABAJO,CAMINO AL OLIVO ,LOMA DE LA PALMA ,NOCHE DE PAZ,LOMAS DE VISTA HERMOSA,Cuajimalpa de Morelos,,NA,NA
id-4225921485,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CE3989646,NEGRO,OTRA,ITALIKA,DESCONOCIDO,tacuba,Filomeno mata ,Allende ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225919376,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988830,BLANCO,OTRA,YAMAHA,DESCONOCIDO,EJE UNO NORTE ,CERRAJERÍA ,JARDINERÍA , MORELOS,Venustiano Carranza,,NA,NA
id-4225919529,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988831,NEGRO,OTRA,ITALIKA,DESCONOCIDO,FERROCARRIL DE CINTURA ,DIAGONAL DE CIRCUNVALACION,PINTORES , MORELOS,Venustiano Carranza,,NA,NA
id-4225919307,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,AG3986724,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Arteaga,Frontera,arbol,SAN ANGEL,Álvaro Obregón,,NA,NA
id-4225921539,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9L1NP,NEGRO,HONDA,HONDA,DESCONOCIDO,av. 312,av. 307,av. 305,3RA SECC DE SAN JUAN DE ARAGON,Gustavo A. Madero,,NA,NA
id-4225916900,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,3856A9,BLANCO/ROJO,OTRA,ITALIKA,DESCONOCIDO,ESTADO DE MÉXICO,MORELOS,TECNOLOGICO,LOMA LA PALMA,Gustavo A. Madero,,NA,NA
id-4225919246,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4741E4,BLANCO,OTRA,VENTO,DESCONOCIDO,EJE UNO ,SANTOS DUMON ,ECONOMIA ,AVIACIÓN CIVIL,Venustiano Carranza,,NA,NA
id-4225915712,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,VE3982592,VINO,OTRA,ITALIKA,DESCONOCIDO,eje 1,anfora,Eduardo Molina,PENITENCIARIA,Venustiano Carranza,,NA,NA
id-4225916610,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SA3971865,NEGRO,OTRA,YAMAHA,DESCONOCIDO,República Federal ,Emilio Madero,No,SANTA MARTHA ACATITLA SUR,Iztapalapa,,NA,NA
id-4225917471,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,XO3970445,ROJO,OTRA,ITALIKA,DESCONOCIDO,avenida 5 de Mayo ,segunda cerrada de 5 de mayo,segunda cerrada del bosque,San Luis Tlaxialtemalco,Xochimilco,,NA,NA
id-4225920457,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,IV3981919,NEGRO,OTRA,VENTO,DESCONOCIDO,VALLEJO,PONIENTE 112,PONIENTE 116,PANAMERICANA,Gustavo A. Madero,,NA,NA
id-4225920013,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980512,NEGRO,OTRA,VENTO,DESCONOCIDO,eje 6 ,economista ,desconcido ,PBLO SAN JUANICO NEXTIPAC,Iztapalapa,,NA,NA
id-4225916467,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,LV3980500,NEGRO,OTRA,VENTO,DESCONOCIDO,eje 5 sur,providencia ,desconcido ,DEL VALLE CENTRO ,Benito Juárez,,NA,NA
id-4225920211,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,25KGP7,ROJO,OTRA,ITALIKA,TRABAJO,av mexico,eje 6,no proporciona, ART 4 CONST.  SANTA MARIA AZTAHUACAN,Iztapalapa,,NA,NA
id-4225918720,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,FL3979488,NEGRO/ROJO,OTRA,ITALIKA,DESCONOCIDO,Conamup,av Principal ,xx,LOMAS DE ZARAGOZA,Iztapalapa,,NA,NA
id-4225916795,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,G71ZY,NEGRO,OTRA,KEEWAY,CHOPPER,churubusco ,sur 118,TEZONTLE , GABRIEL RAMOS MILLAN,Iztacalco,,NA,NA
id-4225920112,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,SF3975563,AZUL,OTRA,ITALIKA,WS SPORT,BARRO SIERRA ,VASCO DE QUIROGA ,BERNARDO QUINTANA ,ZEDEC SANTA FE,Álvaro Obregón,,NA,NA
id-4225918430,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,ZA3988827,ROJO,OTRA,VENTO,DESCONOCIDO,Canal del Norte ,Marmoleria ,Rotograbados,MOCTEZUMA ,Venustiano Carranza,,NA,NA
id-4225918874,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,9M9CN,AZUL,OTRA,ITALIKA,DESCONOCIDO,escobilleras ,rojo gomez,eje 5,CENTRAL DE ABASTOS,Iztapalapa,,NA,NA
id-4225918898,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5W9JT,ROJO,OTRA,ITALIKA,DESCONOCIDO,PERIFERICO ,CALLE 1 ,EMILIANO ZAPATA ,SAN JOSE DE LA ESCALERA,Gustavo A. Madero,,NA,NA
id-4225919949,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,4R2BG,BLANCO,OTRA,ITALIKA,SCOOTER,vialidad de los cincos,eje 5,ENBACES VACIOS ,CENTRAL DE ABASTO,Iztapalapa,,NA,NA
id-4225917488,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7G9PL,NEGRO,OTRA,KURAZAI,SCOOTER,REFORMA AGRARIA ,TIERRA Y LIBERTAD ,CUITLÁHUAC ,SAN JOSE ,Tláhuac,,NA,NA
id-4225918423,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,62DFP2,ROJO,OTRA,VENTO,DESCONOCIDO,avenida 5 de mayo ,segunda cerrada del bosque,acuexcomac ,SAN LUIS TLAXIALTEMALCO,Xochimilco,,NA,NA
id-4225917136,45046,2023,NA,Documentación incompleta,45,I,A,PRIMERO,CO3984434,AZUL,OTRA,ITALIKA,SCOOTER,Xochiapan ,Ahuejote ,Canautli ,PEDREGAL DE SANTO DOMINGO ,Coyoacán,,NA,NA
id-4225920358,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5953C3,AMARILLO,OTRA,BAJAJ,SinValor,PUERTO MAZATLAN ,SANTA TERESA,MONTEZUMA,LA PASTORA,Gustavo A. Madero,,NA,NA
id-4225916481,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,5F5MH,BLANCO/NEGRO,OTRA,YAMAHA,DESCONOCIDO,Av.Guelatao ,Camineros,No,CHINAMPAC  DE JUAREZ,Iztapalapa,,NA,NA
id-4225914890,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,7F5KM,AZUL,OTRA,VENTO BKM,TRABAJO,Río Churubusco ,estenografos ,fiscales,EL SIFON,Iztapalapa,,NA,NA
id-4225919956,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,8L9WJ,BLANCO,OTRA,VENTO,DESCONOCIDO,Gran Sur ,av. del iman ,----,PEDREGAL DE CARRASCO ,Coyoacán,,NA,NA
id-4225915224,45046,2023,NA,Documentación incompleta,45,IV,-----,PRIMERO,W77LB,NEGRO,OTRA,ITALIKA,DESCONOCIDO,ferrocarril,decintura ,mecanicos, MORELOS,Venustiano Carranza,,NA,NA
