id_infraccion,fecha_infraccion,ao_infraccion,mes,categoria,articulo,fraccion,inciso,parrafo,placa,color,marca_general,marca,submarca,en_la_calle,entre_calle,y_calle,colonia,alcaldia,codigo_postal,longitud,latitud
id-4225919109,45046,2023,NA,Violar normas básicas de educación vial,8,I,-----,SEGUNDO,A5156K,BLANCO/ROJO,NISSAN,NISSAN,TSURU,Avenida Ernesto P. Uruchurtu,te ,canal de churubusco,EL RODEO,Iztacalco,,NA,NA
id-4225914333,45046,2023,NA,Violar normas básicas de educación vial,8,I,-----,SEGUNDO,K94BDN,BLANCO,MITSUBISHI,MITSUBISHI,LANCER,calzada Vallejo ,Antonio valeriano ,seris ,LA RAZA,Azcapotzalco,,NA,NA
id-4225919178,45046,2023,NA,No respetar preferencias de paso,10,VI,A,PRIMERO,A1693B,BLANCO,HONDA,HONDA,DESCONOCIDO,José María Izazaga,20 de noviembre ,pino Suárez ,CENTRO,Cuauhtémoc,,NA,NA
id-4225919062,45046,2023,NA,No respetar preferencias de paso,10,VI,A,PRIMERO,N62ASK,BLANCO,NISSAN,NISSAN,VERSA,José María Izazaga,20 de noviembre ,pino Suárez ,CENTRO,Cuauhtémoc,,NA,NA
id-4225921270,45046,2023,NA,No respetar preferencias de paso,10,IV,-----,PRIMERO,6L5WE,NEGRO,OTRA,BAJAJ,TRABAJO,Isabela Católica ,viaducto,bolivar,ALAMOS,Benito Juárez,,NA,NA
id-4225917624,45046,2023,NA,No respetar preferencias de paso,10,VI,A,PRIMERO,K74ARW,BLANCO,FORD,FORD MOTOR COMPANY,FIESTA IKON 5 PUERTAS IMPORTADO,Eje 3 Oriente,Victoria ,oriente 115,GERTRUDIS SÁNCHEZ 2A SECCIÓN,Gustavo A. Madero,,NA,NA
id-4225920877,45046,2023,NA,No respetar preferencias de paso,10,VI,A,PRIMERO,676XZA,NEGRO,NISSAN,NISSAN,MARCH,Viaducto Río Becerra,minería ,11 de abril ,ESCANDÓN I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225920105,45046,2023,NA,Infringir normas generales de circulación,11,VIII,-----,SEGUNDO,PBE4910,GUINDA,NISSAN,NISSAN,TSURU,Luis garcia,zarragoza,república federal,AMP SANTA MARTHA ACATITLA,Iztapalapa,,NA,NA
id-4225921591,45046,2023,NA,Infringir normas generales de circulación,11,VIII,-----,SEGUNDO,LRU184A,GRIS,CHRYSLER,FIAT,UNO FIRE,av. paseo de la reforma,Arquímedes ,ghandi,CHAPULTEPEC  POLANCO,Miguel Hidalgo,,NA,NA
id-4225914050,45046,2023,NA,Infringir normas generales de circulación,11,III,A,TERCERO,760RR6,BLANCO,NA,DESCONOCIDO,DESCONOCIDO,Calzada de Tlalpan,circuito ,20 de agosto ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225913947,45046,2023,NA,Infringir normas generales de circulación,11,III,A,TERCERO,PBY5602,BLANCO,VOLKSWAGEN,VOLKSWAGEN,SED N,Calzada de Tlalpan,circuito ,20 de agosto ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225913855,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,A12BKL,ANARANJADO,OTRA,RENAULT,KWID 4 PUERTAS,PASEO DE LA REFORMA ,GRANADA ,CANAL DEL NORTE ,PERALVILLO,Cuauhtémoc,,NA,NA
id-4225913701,45046,2023,NA,Infringir normas generales de circulación,11,I,-----,PRIMERO,8G6RZ,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,Avenida Cuauhtémoc,angel urraza ,San borja,NARVARTE PONIENTE,Benito Juárez,,NA,NA
id-4225913770,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,NUC8412,BLANCO,VOLKSWAGEN,VOLKSWAGEN,BORA 4 PUERTAS,Javier rojo Gómez ,eje 4 ,Javier rojo Gómez ,CUCHILLA DEL MORAL,Iztapalapa,,NA,NA
id-4225913817,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,W97AZS,GRIS,NA,DESCONOCIDO,DESCONOCIDO,PASEO DE LA REFORMA ,GRANADA ,CANAL DEL NORTE ,PERALVILLO,Cuauhtémoc,,NA,NA
id-4225920839,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,C78AMG,GRIS,VOLKSWAGEN,VOLKSWAGEN,GOL 4 PUERTAS,casa del obrero mundial ,providencia ,Adolfo Prieto ,COL DEL VALLE CENTRO,Benito Juárez,,NA,NA
id-4225919055,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,PEU6739,ROJO METALICO,MAZDA,MAZDA,CX-5,Cuahutemoc ,ángel urraza ,universidad ,NARVARTE PONIENTE,Benito Juárez,,NA,NA
id-4225921331,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,170XKH,CREMA,CHRYSLER,JEEP,DESCONOCIDO,Diagonal San Antonio,albein,mitla,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225921560,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,NZW9890,GRIS,NISSAN,NISSAN,KICKS 5 PUERTAS,Avenida Nuevo León,Baja California ,Quintana roo,HIPÓDROMO,Cuauhtémoc,,NA,NA
id-4225914395,45046,2023,NA,Infringir normas generales de circulación,11,III,A,TERCERO,PAA4899,BLANCO,CHRYSLER,DODGE,DESCONOCIDO,Calzada San Antonio Abad,calzada chabacano ,Juan a Mateo ,VISTA ALEGRE,Cuauhtémoc,,NA,NA
id-4225913657,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,A1143M,ROSA,CHEVROLET,CHEVROLET,AVEO,PASEO DE LA REFORMA ,GRANADA ,CANAL DEL NORTE ,PERALVILLO,Cuauhtémoc,,NA,NA
id-4225917679,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,V92BKL,GRIS/NEGRO,TOYOTA,TOYOTA,DESCONOCIDO,Avenida Río Consulado,RICARDO FLORES MAGON ,HELIOTROPO ,ATLAMPA,Cuauhtémoc,,NA,NA
id-4225915460,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,RBM908A,VERDE,CHRYSLER,FIAT,DESCONOCIDO,Calle Oriente 95,oye 95,Eduardo Molina ,NUEVA TENOCHTITLÁN,Gustavo A. Madero,,NA,NA
id-4225914043,45046,2023,NA,Infringir normas generales de circulación,11,VIII,-----,SEGUNDO,S98BJK,BLANCO,NISSAN,NISSAN,VERSA,prado Sur ,reforma ,prado norte ,LOMAS DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225919932,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,NWV6912,ROJO,SUZUKI,SUZUKI,SWIFT,Calle Oriente 95,c nte 78 A,Eduardo Molina ,NUEVA TENOCHTITLÁN,Gustavo A. Madero,,NA,NA
id-4225920501,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,RDA006B,AZUL MARINO,TOYOTA,TOYOTA,HIGHLANDER AWD LE,Avenida La Morena,Cuahutemoc ,Xochicalco ,NARVARTE PONIENTE,Benito Juárez,,NA,NA
id-4225913879,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,A5828J,ROSA,CHEVROLET,CHEVROLET,SPARK,Calzada Chabacano,Jose T. Cuellar,Topacio,VISTA ALEGRE,Cuauhtémoc,,NA,NA
id-4225917600,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,DL694,AMARILLO,VOLKSWAGEN,VOLKSWAGEN,CARIBE,San Sebastián de Aparicio,fray Toribio de venavente ,Eduardo Molina ,VASCO DE QUIROGA,Gustavo A. Madero,,NA,NA
id-4225913992,45046,2023,NA,Infringir normas generales de circulación,11,III,A,TERCERO,760RR6,BLANCO,NA,DESCONOCIDO,DESCONOCIDO,Calzada de Tlalpan,circuito ,20 de agosto ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225915439,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,HDJ376A,GRIS,CHEVROLET,CHEVROLET,ASTRA,Metrobus 1,Chihuahua ,Yucatán ,ROMA NORTE,Cuauhtémoc,,NA,NA
id-4225914371,45046,2023,NA,Infringir normas generales de circulación,11,III,A,TERCERO,PAA4899,BLANCO,CHRYSLER,DODGE,DESCONOCIDO,Calzada San Antonio Abad,calzada chabacano ,Juan a Mateo ,VISTA ALEGRE,Cuauhtémoc,,NA,NA
id-4225917570,45046,2023,NA,Infringir normas generales de circulación,11,X,A,QUINTO,R89AKC,GRIS,VOLKSWAGEN,VOLKSWAGEN,JETTA,Calzada de Guadalupe,reforma.,eje 2 nte,EX-HIPÓDROMO DE PERALVILLO,Cuauhtémoc,,NA,NA
id-4225917402,45046,2023,NA,Infringir normas generales de circulación,11,X,D,QUINTO,K74ARW,BLANCO,FORD,FORD MOTOR COMPANY,FIESTA IKON 5 PUERTAS IMPORTADO,Eje 3 Oriente,Victoria ,oriente 115,GERTRUDIS SÁNCHEZ 2A SECCIÓN,Gustavo A. Madero,,NA,NA
id-4225919239,45046,2023,NA,Infringir normas generales de circulación,11,VIII,-----,SEGUNDO,PBE4910,GUINDA,NISSAN,NISSAN,TSURU,república federal,Luis garcia,zarragoza,AMP SANTA MARTHA ACATITLA,Iztapalapa,,NA,NA
id-4225913756,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8M6JA,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,PASEO DE LA REFORMA ,GRANADA ,CANAL DEL NORTE ,PERALVILLO,Cuauhtémoc,,NA,NA
id-4225920167,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8H1LT,AZUL CIELO,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,Poussin ,av patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225916672,45046,2023,NA,Violaciones de motocicletas,21,IV,-----,PRIMERO,25589,NEGRO,OTRA,ITALIKA,DESCONOCIDO,plutarco,eje 6 ,desconcido ,NATIVITAS,Benito Juárez,,NA,NA
id-4225920365,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8H1LT,AZUL CIELO,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,Poussin ,av patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225919864,45046,2023,NA,Violaciones de motocicletas,21,I,-----,PRIMERO,4R2BG,BLANCO,OTRA,ITALIKA,SCOOTER,vialidad de los cincos,eje 5,ENBACES VACIOS ,CENTRAL DE ABASTO,Iztapalapa,,NA,NA
id-4225913671,45046,2023,NA,Violaciones de motocicletas,21,IV,-----,PRIMERO,2M1FS,AMARILLO,NA,DESCONOCIDO,DESCONOCIDO,Avenida Cuauhtémoc,angel urraza ,San Borja ,NARVARTE PONIENTE,Benito Juárez,,NA,NA
id-4225919994,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8H1LT,AZUL CIELO,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,Poussin ,av patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225919666,45046,2023,NA,Violaciones de motocicletas,21,I,-----,PRIMERO,8D6DP,NEGRO,OTRA,VENTO,SCOOTER,vialidad de los cincos ,ENBACES VACIOS ,eje 5,CENTRAL DE ABASTOS IZTAPALAPA,Iztapalapa,,NA,NA
id-4225916078,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8H1LT,AZUL,NA,DESCONOCIDO,DESCONOCIDO,Extremadura,poussin,patriotismo ,INSURGENTES MIXCOAC,Benito Juárez,,NA,NA
id-4225913732,45046,2023,NA,Violaciones de motocicletas,21,III,-----,TERCERO,8M6JA,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,PASEO DE LA REFORMA ,GRANADA ,CANAL DEL NORTE ,PERALVILLO,Cuauhtémoc,,NA,NA
id-4225914111,45046,2023,NA,Violaciones de vehículos de transporte público,22,VIII,-----,CUARTO,760RR6,BLANCO,NA,DESCONOCIDO,DESCONOCIDO,Calzada de Tlalpan,circuito ,20 de agosto ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225914210,45046,2023,NA,Violaciones de vehículos de transporte público,22,VIII,-----,CUARTO,YVA893A,BLANCO,SEAT,SEAT,DESCONOCIDO,Calzada de Tlalpan,circuito ,20 de agosto ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225914296,45046,2023,NA,Violaciones de vehículos de transporte público,22,VIII,-----,CUARTO,756BJX,BLANCO,NISSAN,NISSAN,URVAN,Calzada de Tlalpan,20 de agosto ,circuito ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225913985,45046,2023,NA,Violaciones de vehículos de transporte público,22,VI,-----,CUARTO,93RC6L,BLANCO,MERCEDES BENZ,MERCEDES BENZ,DESCONOCIDO,Paseo de la Reforma,auditorio nacional ,campo marte ,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225921416,45046,2023,NA,Otra,23,I,-----,SEGUNDO,48RB1D,VERDE,VOLVO,VOLVO,DESCONOCIDO,Viaducto Presidente Miguel Alemán,Ohio ,Dakota ,ESCANDÓN I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225913787,45046,2023,NA,Violaciones de vehículos de carga,26,II,-----,SEGUNDO,A191AG,GRIS,NISSAN,NISSAN,NP300,corregidora,anillo de circunvalación,alhondiga,CENTRO,Cuauhtémoc,,NA,NA
id-4225916818,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,7J9NP,BLANCO,NA,DESCONOCIDO,DESCONOCIDO,LAGO CHALCO,COLEGIO SALESIANO,LAGO CHAPALA, ANAHUAC I,Miguel Hidalgo,,NA,NA
id-4225921324,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2M7GF,NEGRO,OTRA,ITALIKA,SinValor,GRNOVA,HAMBURGO ,JUAREZ,A?O DE JUAREZ,Cuauhtémoc,,NA,NA
id-4225919703,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,A4235A,BLANCO,CHEVROLET,CHEVROLET,AVEO,Mariano Escobedo ,horacio ,homero ,CHAPULTEPEC MORALES,Miguel Hidalgo,,NA,NA
id-4225919291,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,AN3976439,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Javier barros Sierra ,González Blanco ,Ernesto Orochorto ,ADOLFO   LOPEZ   MATEOS,Venustiano Carranza,,NA,NA
id-4225921393,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,LLN826A,BLANCO,KIA,KIA,DESCONOCIDO,viaducto Río piedad ,río Churubusco ,calle 47 ,GRANJAS MEXICO,Iztacalco,,NA,NA
id-4225916740,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,T59BGX,GRIS PLATA,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,av Coyoacán ,parroquia ,Jose Maria rico ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225921379,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,9L7HE,ROJO,HONDA,HONDA,DESCONOCIDO,IZCABALETAS,ALTAMIRANO ,GABINO BARRERA,SAN RAFAEL,Cuauhtémoc,,NA,NA
id-4225918744,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,U27AYT,BLANCO,CHRYSLER,DODGE,JOURNEY,Prolongación Moliére,servantes savedra ,andromaco,AMPLIACIÓN GRANADA,Miguel Hidalgo,,NA,NA
id-4225920150,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,HL5471G,BLANCO,OTRA,RENAULT,TRAFIC,Paseo de la Reforma,Anatole France,Campo Marte ,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225919314,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,184ZTN,GRIS,HONDA,HONDA,CRV,Avenida República de Argentina,del Carmen ,..,CENTRO,Cuauhtémoc,,NA,NA
id-4225915330,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,0365E5,ROJO,OTRA,VENTO,DESCONOCIDO,shiller ,mazarik ,petrarca,CHAPULTEPEC MORALES,Miguel Hidalgo,,NA,NA
id-4225917662,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,PBY4308,GRIS,CHEVROLET,CHEVROLET,SPARK,auditorio,chivatito,reforma,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225918713,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,10F138,BLANCO,TOYOTA,TOYOTA,RAV4,avenida Santa fe ,Joaquín Gallo,Antonio dovali,Desconocido,Álvaro Obregón,,NA,NA
id-4225917907,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,3640F7,AZUL,OTRA,BAJAJ,TRABAJO,Rodolfo gaona,ingenieros militares ,reyes espindola,PERIODISTA,Miguel Hidalgo,,NA,NA
id-4225914074,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,326RVU,GRIS,VOLKSWAGEN,VOLKSWAGEN,POINTER,Avenida Ejército Nacional,Prol molier , .,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225914166,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,0950075,VERDE,NISSAN,NISSAN,URVAN,Calzada de Tlalpan,20 de agosto ,circuito ,SAN DIEGO CHURUBUSCO,Coyoacán,,NA,NA
id-4225919185,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,582VXL,AMARILLO,NA,DESCONOCIDO,DESCONOCIDO,Calzada de Guadalupe,Nezahualcóyotl ,Moctezuma ,ARAGÓN LA VILLA,Gustavo A. Madero,,NA,NA
id-4225916634,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,NJG8305,NEGRO,FORD,FORD MOTOR COMPANY,FIESTA 4 PUERTAS NACIONAL,Calle Hans Christian Andersen,polanco,lamartine,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225920648,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,W70ACS,ROJO,CHRYSLER,CHRYSLER,TOWN & COUNTRY,Viaducto Río de la Piedad,calle 57 ,calle 63 ,PUEBLA,Venustiano Carranza,,NA,NA
id-4225921621,45046,2023,NA,Estacionar en lugares prohíbidos,30,XII,-----,TERCERO,H62BDT,GRIS,CHEVROLET,CHEVROLET,AVEO,Ricardo Flores Magón ,Zarco ,Lerdo ,NONOALCO TLATELOLCO II,Cuauhtémoc,,NA,NA
id-77921502,45046,2023,NA,Estacionar en lugares prohíbidos,30,XXI,-----,SEGUNDO,LXZ947A,,NA,,,JULIO VERNE,CASTELAR,LUIS G. URBINA,POLANCO,Miguel Hidalgo,,NA,NA
id-4225919802,45046,2023,NA,Estacionar en lugares prohíbidos,30,XIX,-----,QUINTO,PCH8541,BLANCO,OTRA,CADILLAC,ESCALADE,Avenida Javier Barros Sierra,Antonio Dovalí ,santa fe ,CIUDAD SANTA FE ALVARO OBREGON,Álvaro Obregón,,NA,NA
id-4225919550,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,974XXL,GRIS,OTRA,RENAULT,STEPWAY 5 PUERTAS,vizcainas,bolivar,eje central,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225921300,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,A9246D,BLANCO,CHEVROLET,CHEVROLET,AVEO,Eje 3 Poniente,parroquia,Jose Maria rico ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225918584,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,PXY477D,VINO,MG,MG,ZT,viaducto Río piedad ,río Churubusco ,calle 47,GRANJAS MEXICO ,Iztacalco,,NA,NA
id-4225914104,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,PDM1127,ROJO,CHEVROLET,CHEVROLET,DESCONOCIDO,viaducto Río piedad ,oriente 217,calle 47,GRANJAS,Iztacalco,,NA,NA
id-4225921546,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,NPU9567,ROJO,CHEVROLET,CHEVROLET,CRUZE,Calzada Camarones,tercera cerrada de Tula ,Tercera cerrada de camarones ,SANTA MARÍA MALINALCO,Azcapotzalco,,NA,NA
id-4225918751,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,351XRD,CAFE,FORD,FORD,FIESTA,Calle Tres Picos,lord byron,Rubén dario,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225920594,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,LGP607A,GRIS,MAZDA,MAZDA,3 4P,viaducto Río piedad ,río Churubusco ,calle 47 ,GRANJAS MEXICO ,Iztacalco,,NA,NA
id-4225921577,45046,2023,NA,Estacionar en lugares prohíbidos,30,XII,-----,TERCERO,P38AMS,GRIS,HONDA,HONDA,HR-V,Flores Magón ,Zarco ,Lerdo ,NONOALCO TLATELOLCO II,Cuauhtémoc,,NA,NA
id-4225920983,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,4329E9,VERDE,NA,DESCONOCIDO,DESCONOCIDO,Plaza de la Constitución,madero ,16 de septiembre ,CENTRO,Cuauhtémoc,,NA,NA
id-4225918201,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,5U3AF,ANARANJADO,OTRA,ITALIKA,DS150,San Pablo ,las cruces de ,Jesús María ,CENTRO ,Cuauhtémoc,,NA,NA
id-4225917358,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,2073W,NEGRO,OTRA,YAMAHA,DESCONOCIDO,guatemala ,correo mayor ,moneda ,CENTRO,Cuauhtémoc,,NA,NA
id-4225918065,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,NZW6301,GRIS,CHRYSLER,DODGE,NEON,Viaducto Río Piedad ,Río Churubusco ,Calle 47,GRANJAS MEXICO ,Iztacalco,,NA,NA
id-4225914821,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,5M5LB,BLANCO/AZUL,OTRA,ITALIKA,CS125,Avenida Francisco Sosa,Melchor ocampo,Jardín Santa Catarina,SANTA CATARINA,Coyoacán,,NA,NA
id-4225918317,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,FR3984075,NEGRO,OTRA,ITALIKA,DESCONOCIDO,Jesús Carranza ,eje 2,reforma, MORELOS,Cuauhtémoc,,NA,NA
id-4225921317,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,7L9MJ,ROJO,OTRA,CARABELA,DESCONOCIDO,VAIA DE LA AZUNCION,CIRCUITO INTERIOR ,SAN HIPÓLITO ,VERONICA   ANZURES,Miguel Hidalgo,,NA,NA
id-4225917990,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,A1279E,ROSA,CHEVROLET,CHEVROLET,AVEO,Avenida Gran Canal,oriente 167,Villa de Ayala ,SAN FELIPE DE JESÚS,Gustavo A. Madero,,NA,NA
id-4225917921,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,D59ABN,GRIS,MITSUBISHI,MITSUBISHI,OUTLANDER,donceles,eje central,allende,CENTRO (AREA 1),Cuauhtémoc,,NA,NA
id-4225919147,45046,2023,NA,Estacionar en lugares prohíbidos,30,II,-----,CUARTO,NNU6161,NEGRO,CHRYSLER,CHRYSLER,PT CRUISER,Calzada de Tlalpan,Emilio carranza ,Benito Juárez ,ALBERT,Benito Juárez,,NA,NA
id-4225919024,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,C20AXN,NEGRO,NA,DESCONOCIDO,DESCONOCIDO,Justo Sierra,argentina ,del Carmen ,CENTRO,Cuauhtémoc,,NA,NA
id-4225914036,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,G14ABB,GRIS,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,Avenida Ejército Nacional,Juan Racine ,.,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225921034,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,261RCP,DORADO,HYUNDAI,HYUNDAI,ATOS PRIME,Eje 3 Poniente,Félix Cuevas,parroquia,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225918478,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,8L9NF,ARENA,OTRA,ITALIKA,DESCONOCIDO,San Pablo ,Jesús María ,las cruces ,AZCAPOTZALCO  CENTRO,Cuauhtémoc,,NA,NA
id-4225921287,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,H15ACG,GRIS,HONDA,HONDA,CITY,Diagonal San Antonio,mitla,alvan,NARVARTE ORIENTE,Benito Juárez,,NA,NA
id-4225916023,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,F17AGA,GRIS PLATA,VOLKSWAGEN,VOLKSWAGEN,VENTO 4 PUERTAS,Avenida Coyoacán,av Félix Cuevas ,parroquia ,DEL VALLE SUR,Benito Juárez,,NA,NA
id-4225918492,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,0126C9,AZUL,OTRA,ITALIKA,DESCONOCIDO,Xochimilco ,lago Alberto ,laguna de mayran,ANÁHUAC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225919031,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,06KHA4,ANARANJADO,HONDA,HONDA,SCOOTER,Fuentes brotantes ,Guadalajara,San Juan del Río ,MIGUEL HIDALGO,Tlalpan,,NA,NA
id-4225914012,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,635ZWJ,GRIS,FORD,FORD,ECOSPORT,Avenida Ejército Nacional,Juan Racine ,Blas Pascal ,POLANCO I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225916801,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,CE3989627,ANARANJADO,OTRA,YAMAHA,DESCONOCIDO,delicias,eje central ,lopez,CENTRO ,Cuauhtémoc,,NA,NA
id-4225915170,45046,2023,NA,Estacionar en lugares prohíbidos,30,I,-----,TERCERO,5G2YT,NEGRO,SUZUKI,SUZUKI,DESCONOCIDO,rio santiago ,acuducto ,capulin ,BARRSANTIAGO TEPALCATLALPAN,Xochimilco,,NA,NA
id-4225917372,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,C81AMN,ROJO,CHRYSLER,DODGE,DESCONOCIDO,auditorio,chivatito,reforma,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
id-4225919901,45046,2023,NA,Estacionar en lugares prohíbidos,30,V,-----,CUARTO,903YSY,ARENA,TOYOTA,TOYOTA,AVANZA 4 PUERTAS,Paseo de la Reforma,LIEJA,RIO ELBA,CUAHUTEMOC,Cuauhtémoc,,NA,NA
id-4225921584,45046,2023,NA,Estacionar en lugares prohíbidos,30,IV,-----,CUARTO,NXC2594,AZUL,TOYOTA,TOYOTA,COROLLA,campo marte,auditorio,chivatito,BOSQUE DE CHAPULTEPEC I SECCIÓN,Miguel Hidalgo,,NA,NA
